age,monthly_income,monthly_expenses,num_dependents,existing_savings,debt_payments,investment_amount,employment_type,has_insurance,financial_health_score,recommended_monthly_saving
29,653733,206563,2,4326295,341484,200398,employed,1,100,21137
61,1520265,955794,4,1419262,65355,147016,employed,1,100,99823
37,1133062,981092,2,3540293,339060,157931,employed,0,100,0
58,130337,89545,2,3364471,178854,182729,employed,0,100,0
29,1560676,1349323,2,1725910,412722,272983,employed,0,100,0
26,1570915,1253607,4,714974,241550,148552,employed,0,100,15151
42,1103888,577388,0,2954389,42330,99989,self_employed,0,100,96833
28,1760237,1000815,5,2410882,398739,143350,student,0,100,72136
26,1562597,1344652,2,1214454,69190,205231,employed,0,100,29750
62,507480,384928,0,59811,14169,14288,employed,0,100,21676
62,936068,621185,4,194437,143038,161411,employed,0,100,34368
30,1969580,1803724,0,791696,71002,107120,employed,0,100,18970
30,543393,179501,0,2044673,165812,15261,self_employed,1,100,39615
24,637483,546297,1,4150391,108685,94400,employed,0,100,0
29,790168,400719,2,2270702,492172,143712,employed,1,100,0
58,70741,51069,0,985413,47181,123213,self_employed,0,100,0
40,1867471,1670957,2,626711,298195,215299,self_employed,1,100,0
44,137765,73033,1,2441943,285099,197666,student,1,100,0
45,470133,292334,1,2376048,261343,192288,employed,1,100,0
48,973969,496450,0,3999224,149542,240562,self_employed,0,100,65595
51,1780694,1349338,0,408995,310593,178627,employed,0,100,24152
29,438191,168606,1,4721953,395087,280141,employed,1,100,0
21,285551,225426,3,839730,406737,184833,unemployed,0,100,0
37,893735,721640,0,257158,94395,101751,employed,0,100,15539
53,249598,85591,3,2805302,427424,158697,employed,0,100,0
20,349422,195616,5,3019387,382655,232670,employed,0,100,0
46,1599044,1203963,4,1326256,353632,56825,employed,0,100,8289
23,1052148,380157,4,1887860,474414,69303,unemployed,1,100,39515
22,258181,210603,4,935770,343772,293275,student,1,100,0
60,1053923,756314,0,3106924,8953,74013,employed,1,100,57731
52,131663,79135,0,3761812,302808,143332,employed,0,100,0
29,101654,36768,4,3252187,87967,284544,employed,0,100,0
55,852588,295313,3,1680792,280073,204923,self_employed,1,100,55440
64,686833,315522,0,3979779,446271,199987,employed,0,100,0
37,321893,261912,0,2538635,475980,94348,self_employed,0,100,0
42,1605909,1410804,2,4638722,329730,250791,student,1,100,0
49,725915,334651,2,3338374,238267,299272,employed,1,100,30599
20,307395,153044,2,2930547,470102,229445,unemployed,0,100,0
63,1997701,820268,1,2397477,117657,170866,employed,0,100,211955
18,1612281,1202464,0,3752823,458052,132082,self_employed,0,100,0
18,1513981,481450,4,4911670,265424,289584,unemployed,0,100,153421
19,1598536,1446780,1,1787196,233692,256792,employed,0,100,0
30,1220715,584431,1,4981859,209055,39538,employed,0,100,85445
35,1641897,1314800,1,4522625,255847,136089,employed,1,100,14249
59,1386571,1285312,4,634094,73599,156262,self_employed,0,100,5531
59,1139072,450465,1,1547254,304417,31655,employed,0,100,76837
62,1058026,402920,2,2478965,279398,133876,employed,1,100,75141
38,1021942,489815,5,3623028,66526,138753,unemployed,0,100,93120
19,80299,54862,1,2123565,461300,123508,employed,0,100,0
41,673219,202555,3,1702700,333387,11601,student,1,100,27455
23,972335,674657,2,2188716,450853,271835,self_employed,0,100,0
20,495153,334223,0,2195047,281684,246983,employed,0,100,0
31,1004935,331454,0,3758201,459413,213950,employed,1,100,42813
48,1734703,1110178,2,2030926,56605,6417,employed,0,100,113583
47,1320729,1112539,5,759966,315572,162985,employed,0,100,0
26,1596018,789463,0,143539,118355,43247,employed,0,100,137639
18,880353,732273,4,3672844,430549,160220,employed,0,100,0
55,655944,385396,4,1880792,145908,127980,employed,1,100,24927
64,711924,603223,5,2538488,44929,270547,self_employed,0,100,12754
46,168651,102225,1,1203352,17606,152597,employed,0,100,9763
42,491495,435235,5,1893190,288549,21744,self_employed,1,100,0
56,1733997,1550190,3,552970,263480,255002,unemployed,0,100,0
37,553962,168517,5,1937339,347056,184938,employed,1,100,7677
29,1002989,552406,1,2668973,223195,93559,employed,0,100,45477
51,291539,255610,3,4614343,3867,5120,unemployed,0,100,6412
39,532074,164444,5,415435,45821,237964,self_employed,1,100,64361
61,358332,131276,0,2086568,443582,78566,employed,1,100,0
31,1826066,1059316,2,1265496,222901,145797,self_employed,1,100,108769
45,1143626,1071836,1,4945500,319621,247797,employed,0,100,0
24,127957,115518,5,1726732,57789,40269,student,0,100,0
23,1325398,901654,4,3882567,171102,277703,employed,0,100,50528
53,1257670,583797,1,2630727,214563,90306,employed,0,100,91861
49,1123492,805689,4,4930651,128841,11684,unemployed,0,100,37792
62,1405206,716471,2,2582914,402549,109259,employed,1,100,57237
43,585809,424544,2,4652625,289938,167132,self_employed,1,100,0
23,1302546,534185,2,3304035,86917,167955,student,0,100,136288
51,1535551,1061326,1,2708180,264097,151869,employed,1,100,42025
60,1179614,884200,5,2083900,3079,167107,employed,0,100,58466
46,1131264,864768,4,2748572,415109,89624,employed,0,100,0
23,1739634,1626743,0,191329,337576,236158,employed,1,100,0
18,840740,266572,3,1470837,499822,30582,student,0,100,14869
25,1441376,504894,2,1544879,63704,83897,self_employed,1,100,174555
25,1470101,1019285,0,557804,328562,164248,self_employed,1,100,24450
43,120798,74127,1,3479520,216309,296260,student,0,100,0
39,1018203,721703,3,3430242,416526,183198,student,1,100,0
62,1609200,1208337,5,232336,467093,98691,student,0,100,0
33,758476,244487,5,4666970,98179,78022,self_employed,1,100,83161
27,1289945,791528,5,2791622,55240,58472,employed,1,100,88635
34,1040917,648571,0,4619431,471637,234644,employed,1,100,0
62,1382905,973295,5,4287319,185399,250706,unemployed,0,100,44842
25,1854960,988655,5,177560,17169,148614,employed,0,100,169827
37,522951,180016,0,3064171,180204,96762,employed,1,100,32546
18,1233756,629013,5,4217675,34922,188576,self_employed,0,100,113964
61,1745101,770546,2,3464918,250748,236713,unemployed,0,100,144761
48,770577,625026,0,1405012,151063,291380,self_employed,0,100,0
39,758113,660920,5,4966568,9442,51894,employed,0,100,17550
60,1032641,426426,0,4000684,386242,185853,unemployed,0,100,43994
42,1662496,1157157,5,1791825,63249,272817,employed,0,100,88417
29,1863857,802610,3,1001966,460120,210000,employed,0,100,120225
46,573015,481784,3,2184740,9811,96253,employed,1,100,16283
19,1499271,1201839,1,598632,11302,271118,unemployed,0,100,57225
31,1152300,781509,2,4700320,344152,70279,employed,0,100,5327
41,965333,488741,2,3838214,149692,265776,employed,1,100,65379
42,226846,213009,0,4471881,324592,72756,employed,1,100,0
64,140718,101341,2,3539779,186188,99954,employed,1,100,0
41,1243388,970073,2,1052499,40269,181586,unemployed,1,100,46609
29,1326957,1157502,4,854603,477021,129852,employed,1,100,0
20,1132323,945970,5,2616057,434731,175487,employed,1,100,0
32,527849,440004,0,3624017,311527,200418,employed,1,100,0
62,157155,73101,5,4754626,201499,175366,employed,1,100,0
27,333063,168314,4,1256034,428317,291820,employed,0,100,0
27,543627,301794,1,1324443,207922,227732,employed,1,100,6782
57,1597047,1430791,3,906220,185329,71362,student,0,100,0
59,469247,158231,2,2652697,382317,84511,student,0,100,0
44,522591,244810,2,2642924,92113,119478,employed,0,100,37133
23,999817,587762,4,2280007,255411,92767,employed,0,100,31328
55,634771,485488,5,453768,497435,96577,employed,1,100,0
47,833201,337786,2,45927,386934,166806,employed,1,100,21696
26,1839564,1158681,3,597579,106980,243372,student,0,100,114780
57,939026,486234,0,1364819,250952,250761,employed,0,100,40367
50,371342,163616,4,3444718,7108,171085,employed,1,100,40123
40,1113205,378507,2,1239507,470754,7222,student,1,100,52788
38,859840,717390,3,3333101,412469,96008,student,0,100,0
18,1904784,1419016,2,3017156,65712,151634,employed,1,100,84011
57,942171,454693,2,838196,19439,155138,student,0,100,93607
64,1403938,776329,0,418593,416774,163615,employed,1,100,42166
29,1090098,715387,4,2383055,79471,295126,employed,0,100,59047
52,1142849,581483,5,1870767,283629,16082,employed,0,100,55547
63,1490755,628751,4,1497785,299947,202403,employed,0,100,112411
40,679956,297092,3,2002319,262971,128431,employed,0,100,23978
51,790394,674154,5,669114,123136,48873,employed,0,100,0
51,1806978,1111350,5,4412264,475698,130626,self_employed,0,100,43985
44,127222,77157,4,1841342,358380,171657,employed,0,100,0
49,838617,462867,1,1756562,333794,227395,employed,0,100,8391
36,1317940,1014487,0,4561849,242469,116019,employed,1,100,12196
35,1044595,876696,2,185810,418369,275192,student,1,100,0
25,1667265,1281072,4,4164769,299376,172130,self_employed,0,100,17363
52,72392,44522,1,576626,158659,174128,employed,0,100,0
53,1829938,787475,4,1567216,154697,195455,employed,1,100,177553
45,1380520,900360,2,2550516,435298,282608,employed,0,100,8972
53,317952,245495,4,2871796,481466,219111,employed,1,100,0
55,1020490,580274,2,4758845,63083,143853,employed,0,100,75426
61,1169154,1103729,5,2695183,482529,25486,employed,1,100,0
56,1691401,1535456,3,4369957,16127,107911,self_employed,1,100,27963
57,135630,122913,4,141502,287421,242552,employed,0,100,0
22,511534,350821,0,1780104,91814,61388,employed,1,100,13779
55,377659,248992,2,4718146,19178,281088,self_employed,1,100,21897
30,1757386,1137012,5,1895557,464958,285101,self_employed,0,100,31083
32,1322163,799970,0,863002,390516,12529,self_employed,0,100,26335
21,349218,141324,3,454711,306580,193477,employed,0,100,0
55,137925,119982,0,4523150,337492,238625,student,1,100,0
48,1374806,1143140,0,2098711,447894,48984,employed,1,100,0
47,767192,600580,3,4608694,33657,285943,employed,1,100,26590
19,938280,702246,5,2698770,229603,183131,employed,0,100,1286
24,1563622,943201,4,2700141,311310,146819,self_employed,1,100,61822
26,98076,92889,3,3559491,24704,282842,unemployed,0,100,0
46,1294665,759353,1,4473450,263261,173460,employed,1,100,54410
47,1829574,861219,2,1979864,373491,135399,self_employed,0,100,118972
36,778894,402546,5,710350,236946,169256,employed,1,100,27880
39,1362297,1041983,5,1982948,333600,284233,self_employed,0,100,0
53,1716570,850957,2,3641449,435578,73003,employed,1,100,86006
20,1546418,1136014,5,830420,324695,264383,unemployed,0,100,17141
47,1470247,1120306,5,2630347,404293,61798,employed,0,100,0
54,1128689,1002471,4,1220403,390153,209177,employed,0,100,0
33,1856892,1111977,5,1925960,326317,22823,employed,0,100,83719
19,1085982,671426,3,2922726,238254,165937,self_employed,0,100,35260
58,283738,97838,2,1696120,435126,175308,employed,0,100,0
28,388739,160975,2,775964,393745,241631,student,0,100,0
64,1490338,691692,5,3661306,462278,136776,employed,1,100,67273
45,1889931,1712057,5,3547573,31241,152548,employed,1,100,29326
46,773759,554464,0,1498919,312411,203942,employed,0,100,0
44,1350251,1196913,3,3302163,335846,221001,employed,0,100,0
62,1115967,561276,0,1033403,11553,184663,student,0,100,108627
23,1243656,639656,1,1881336,387369,27820,self_employed,0,100,43326
55,435445,271780,1,4969063,228961,857,employed,0,100,0
35,1471709,1072517,1,706955,419418,116641,self_employed,0,100,0
57,1497110,592281,4,4916933,458537,126270,employed,0,100,89258
22,412229,170054,3,635202,317552,111964,self_employed,1,100,0
27,1760751,1446949,4,1083173,283014,71384,employed,0,100,6157
39,579079,498387,1,1577182,432113,55306,student,1,100,0
58,158288,48195,5,3514915,293646,128493,employed,1,100,0
41,871308,663295,4,4558521,396262,222291,employed,1,100,0
24,1851206,986643,2,4400531,201634,76526,student,1,100,132585
50,50469,26402,4,2595494,103220,16024,employed,0,100,0
29,217136,143789,3,1034305,494592,258372,employed,1,100,0
34,1901183,1503064,0,744447,165261,128747,self_employed,1,100,46571
53,423899,382866,3,4241501,475890,159416,student,0,100,0
51,1572460,482489,0,1239119,175208,81494,student,0,100,182952
37,1349232,638336,5,4392033,400627,103376,employed,1,100,62053
32,147056,81166,4,2907160,347353,270869,employed,0,100,0
26,547941,192269,4,4185131,139669,268752,self_employed,1,100,43200
33,552907,178632,3,3002609,220115,143796,employed,0,100,30831
25,1006402,951847,5,952164,417469,216248,employed,1,100,0
40,608686,438127,0,2318451,126563,211193,self_employed,1,100,8799
61,639292,303330,1,68543,26915,14716,employed,1,100,61809
24,358984,195344,5,233237,114018,181516,employed,1,100,9924
45,1006115,764300,1,347357,470253,23440,employed,0,100,0
48,1585567,625320,4,4036518,166287,257875,student,1,100,158791
57,1074928,619363,4,2450237,115902,102867,employed,1,100,67932
27,663514,571411,5,2746937,470277,21979,student,0,100,0
32,436977,208144,5,2313432,227477,1675,employed,0,100,271
24,727092,299774,5,2902089,13446,186323,unemployed,0,100,82774
59,343302,300467,2,2082469,440286,256168,employed,1,100,0
39,1037364,951798,4,2312596,343952,82314,employed,0,100,0
39,1146795,1000210,5,4827937,13135,46373,employed,1,100,26689
56,1592334,1432334,4,1806177,46769,189,employed,0,100,22646
38,1136469,642085,2,1741621,416698,37881,employed,0,100,15537
38,880251,532043,2,586014,38825,138830,self_employed,0,100,61876
43,138448,97386,3,1850703,434855,50640,employed,1,100,0
59,1885044,637422,5,81762,235149,119703,employed,0,100,202494
27,608037,451869,4,4990675,46536,185899,student,1,100,21926
42,164144,107126,1,823769,167411,103442,self_employed,0,100,0
23,503009,457408,4,4327408,220623,90627,employed,1,100,0
32,504748,329941,4,32114,159028,101376,self_employed,0,100,3155
41,1261878,1191412,5,2932025,106119,235178,unemployed,0,100,0
33,1429713,1329826,0,2201544,192233,105373,unemployed,0,100,0
54,1650192,925739,0,3250645,133466,141802,employed,0,100,118197
21,1007253,324731,3,2890370,495731,220017,employed,1,100,37358
35,353855,291906,1,4822714,120653,8145,employed,0,100,0
58,531790,454247,0,961998,2041,265763,student,0,100,15100
54,222698,146851,5,2954283,307002,202871,employed,1,100,0
28,1042105,808913,5,3694184,323521,295633,self_employed,0,100,0
30,323678,197476,1,2852597,50023,52692,self_employed,1,100,15235
23,305821,217546,2,2402233,273991,229697,self_employed,1,100,0
50,54063,34216,4,3753083,486854,110141,employed,0,100,0
53,515290,315307,3,4057521,399550,28819,employed,0,100,0
38,1397588,1164382,1,2794061,37198,177745,employed,1,100,39201
64,1166498,486027,5,3765413,30422,173452,self_employed,0,100,130009
48,1530154,881341,0,620633,342364,85066,unemployed,1,100,61289
35,1201085,886713,4,1828058,244186,36576,employed,1,100,14037
34,875720,823740,4,1725473,42938,230768,employed,1,100,1808
26,1195408,802858,4,3646623,51693,52635,self_employed,1,100,68171
32,614334,404003,5,4289386,294282,154239,unemployed,0,100,0
46,936824,590400,3,1843102,345672,270902,employed,1,100,150
21,1918128,640135,2,3833849,296609,199188,employed,1,100,196276
41,512430,370522,4,3579854,498848,245469,employed,1,100,0
28,461548,427627,4,4922086,6249,16558,self_employed,0,100,5534
41,1847734,1422065,4,2671397,151964,273016,employed,1,100,54740
61,541007,274682,2,2820838,330317,173720,self_employed,0,100,0
29,1374992,999628,0,2454357,16761,84063,employed,0,100,71720
48,971340,609559,5,4176515,181726,136350,employed,1,100,36010
21,1835580,1346017,1,3870443,144435,274444,employed,1,100,69025
57,935109,886838,4,4524703,123580,165381,employed,1,100,0
61,1851855,1289485,4,2438768,133370,289024,employed,0,100,85799
37,1196650,373970,0,969337,414181,205367,self_employed,0,100,81699
23,1621516,753730,2,1134309,246642,289134,employed,1,100,124228
62,1382264,795107,5,847332,348710,198596,student,0,100,47689
22,651030,224831,5,4187555,282220,200668,employed,0,100,28795
31,1589131,954723,2,3363431,400446,275349,self_employed,0,100,46792
32,259983,154364,1,925297,168952,288452,self_employed,0,100,0
34,1324346,1152368,2,2700294,29439,117776,self_employed,0,100,28507
32,1451310,707662,2,2585828,106586,110481,employed,0,100,127412
42,1409516,796505,0,4402839,270289,60510,employed,0,100,68544
60,1808058,819875,0,3079481,121034,92724,self_employed,0,100,173429
31,1020085,836260,0,2678923,234018,267636,unemployed,0,100,0
45,1567044,1276001,1,2906319,226321,165880,employed,0,100,12944
48,1817532,1661408,2,3015434,124486,227498,employed,0,100,6327
62,552978,464855,0,1638596,395538,105640,employed,1,100,0
44,1314938,1083868,3,257357,124073,117271,self_employed,1,100,21399
58,551249,249969,5,3769180,367866,299051,unemployed,0,100,0
53,86785,64593,4,2498881,189375,106190,self_employed,1,100,0
33,926040,303022,3,4040385,490331,37654,employed,0,100,26537
52,1974796,620884,1,1992395,61190,184394,employed,0,100,258544
30,575298,286242,2,2778528,310401,126685,self_employed,0,100,0
38,1137718,984118,2,3982649,496045,69597,self_employed,0,100,0
64,1860397,891191,4,2916233,273951,148805,employed,0,100,139050
37,1888541,1706948,1,3546676,75669,111469,employed,0,100,21184
25,1123711,498178,5,4828322,486621,125764,employed,1,100,27782
37,883747,292354,1,2529382,487373,105586,self_employed,1,100,20803
49,1864029,1278828,3,144618,385858,265791,self_employed,0,100,39868
23,907462,754370,1,797961,477000,245901,unemployed,0,100,0
31,400293,268412,2,605496,403251,124035,self_employed,0,100,0
51,1652842,1038695,2,2081726,254205,175621,employed,0,100,71988
53,1988638,1163975,2,4855870,301838,8230,unemployed,0,100,104564
29,520297,398226,2,1024968,178373,293009,employed,0,100,0
51,329822,305968,3,1264345,478699,42086,employed,0,100,0
33,792750,399710,2,4744385,405208,223849,self_employed,0,100,0
