transaction_amount,location,device,time,frequency,is_fraud
3984939.28,Kigali,unknown,20,1,1
4946234.9,Gisenyi,pos,21,3,0
1225589.6,Kigali,mobile,2,4,0
1813268.23,International,mobile,8,1,0
4964494.81,Butare,web,19,4,0
689843.92,Kigali,mobile,8,5,0
386400.22,Nyagatare,pos,3,3,0
2605195.31,Kigali,atm,17,1,0
2342411.3,International,unknown,21,3,1
391904.59,Rubavu,web,7,2,0
1450535.1,Gisenyi,mobile,20,4,0
2094973.85,Kigali,web,1,7,0
4111137.0,Gisenyi,mobile,16,2,0
3539357.85,Kigali,web,20,1,0
4572675.93,Musanze,unknown,19,2,1
1662833.43,Kigali,web,3,4,0
1547237.42,Kigali,mobile,6,2,0
2316176.91,Butare,atm,5,1,0
38136.92,Musanze,mobile,1,5,0
1036996.78,Gisenyi,mobile,19,3,0
1057749.82,Rubavu,atm,2,4,0
305919.62,Kigali,mobile,5,2,0
2275925.88,Kigali,mobile,6,2,0
4527648.27,Kigali,mobile,20,5,0
20650.07,Kigali,pos,5,2,0
3142259.13,Musanze,mobile,13,1,0
4396723.92,Kigali,web,19,4,0
538051.75,Kigali,mobile,11,1,0
4586332.79,Nyagatare,web,22,1,0
4092698.96,International,mobile,19,3,1
1073249.44,Gisenyi,atm,2,6,0
4526765.21,Kigali,web,8,3,0
4020176.92,Butare,mobile,12,2,0
557389.77,Kigali,unknown,18,4,0
4153081.94,Rubavu,pos,22,3,0
2711143.6,Kigali,mobile,4,4,0
4079891.56,Kigali,mobile,13,3,0
3088516.15,Kigali,web,14,3,0
1959589.11,Gisenyi,web,14,5,0
3005901.78,Kigali,mobile,2,1,0
3181085.61,Kigali,atm,10,1,0
3831147.63,Gisenyi,mobile,4,3,0
4153493.45,Kigali,mobile,7,4,0
3316221.74,Kigali,web,17,3,0
4948246.22,Kigali,atm,20,5,0
3892865.42,Musanze,pos,14,2,0
4553869.61,Nyagatare,mobile,12,3,0
1597811.92,Nyagatare,mobile,11,1,0
1581479.05,Butare,mobile,0,4,0
1811994.21,International,web,14,3,0
2198861.59,Kigali,pos,6,6,0
4807019.98,Rubavu,mobile,7,1,0
368119.33,Rubavu,web,23,3,0
2492468.68,Kigali,mobile,6,4,0
806222.03,Kigali,pos,16,2,0
4054561.38,Nyagatare,mobile,4,0,0
156205.77,Musanze,web,13,1,0
2275993.71,Kigali,mobile,16,4,0
1974007.74,Butare,web,9,1,0
461358.86,Gisenyi,web,22,1,0
1883906.39,International,atm,10,1,0
4045247.97,Rubavu,mobile,17,2,0
687804.53,Gisenyi,mobile,17,3,0
4917537.03,Nyagatare,web,23,3,1
292742.5,Rubavu,web,7,6,0
1445869.31,Nyagatare,atm,0,9,0
3874608.12,Butare,pos,8,1,0
1787927.65,Rubavu,mobile,9,4,0
2402027.27,Gisenyi,atm,15,2,0
933699.23,Gisenyi,mobile,9,3,0
3577621.66,Kigali,web,12,1,0
898118.29,Nyagatare,web,17,1,0
4243731.12,Kigali,mobile,2,3,1
2697727.98,Kigali,mobile,16,3,0
2741010.07,Rubavu,unknown,14,0,1
4667591.21,Butare,mobile,2,3,1
3865111.41,Kigali,mobile,9,5,0
3715825.86,Nyagatare,pos,12,1,0
4290271.81,Kigali,web,1,3,0
459540.51,Kigali,web,2,0,0
3630358.79,Kigali,mobile,21,8,0
1166422.96,Nyagatare,mobile,17,1,0
1405091.23,Butare,mobile,20,1,0
76223.11,Kigali,mobile,10,3,0
4468658.46,Gisenyi,mobile,16,1,0
3695695.1,Butare,mobile,20,4,0
696866.01,International,pos,10,3,0
1639952.05,Nyagatare,web,16,1,0
2399924.37,Kigali,mobile,14,1,0
2469806.96,Rubavu,mobile,9,3,0
2978471.88,Kigali,unknown,3,5,1
2361182.46,Kigali,mobile,1,1,0
3243402.26,Kigali,pos,23,7,0
4419412.04,Gisenyi,atm,13,1,0
1990663.74,Butare,web,4,5,0
4383616.24,Musanze,web,8,3,0
1098441.27,Kigali,web,0,1,0
607345.93,Butare,web,11,3,0
1197386.78,Nyagatare,atm,6,2,0
1033359.98,Kigali,pos,11,2,0
4925402.88,Gisenyi,web,19,7,0
1905578.11,Musanze,atm,9,4,0
3257540.61,Kigali,pos,19,2,0
3480415.24,Nyagatare,mobile,2,4,1
2226320.51,Rubavu,web,7,2,0
1118246.89,Gisenyi,web,6,1,0
2190771.02,Kigali,mobile,1,1,0
2369067.55,Rubavu,web,17,4,0
4770061.45,Musanze,web,9,0,0
2843334.21,Rubavu,mobile,15,4,0
4849378.09,Gisenyi,mobile,7,2,0
2883774.89,Rubavu,mobile,20,6,0
725417.58,International,pos,20,4,0
1922191.0,Kigali,mobile,10,4,0
3961670.47,Rubavu,web,13,5,0
2108400.53,Musanze,mobile,20,3,0
499119.36,Gisenyi,mobile,13,0,0
480832.76,Kigali,atm,8,5,0
1185705.25,Musanze,pos,10,3,0
2824076.53,Nyagatare,web,6,3,0
4150859.81,Rubavu,pos,4,0,0
2668796.89,Butare,pos,7,1,0
3730528.89,Kigali,mobile,8,2,0
3228142.72,Kigali,web,2,4,0
2620733.88,Rubavu,atm,0,1,1
1074432.23,Gisenyi,web,18,2,0
4415901.11,Kigali,pos,14,2,0
1378939.13,Kigali,web,15,4,0
1264473.24,Kigali,mobile,8,2,0
1289359.22,Rubavu,web,8,4,0
478879.4,Kigali,web,10,3,0
2493520.88,Kigali,web,2,4,0
1637987.67,Kigali,mobile,11,5,0
2609948.93,Musanze,mobile,11,3,0
2265850.35,Kigali,pos,1,2,1
2599199.13,Gisenyi,web,17,4,0
1488617.93,Butare,mobile,18,7,0
4075783.0,Butare,mobile,3,4,0
2671197.91,Gisenyi,mobile,1,0,1
1042569.13,Butare,mobile,8,1,0
4509067.6,Kigali,unknown,2,6,1
547720.78,Gisenyi,pos,1,8,0
3667305.69,Kigali,mobile,16,3,0
3392402.8,Kigali,atm,22,5,0
364758.18,Nyagatare,web,14,4,0
4507587.32,Rubavu,mobile,7,1,0
1581903.95,Kigali,atm,18,3,0
3704604.63,Butare,mobile,6,4,0
1385369.43,International,atm,9,5,0
2628695.87,Kigali,pos,16,0,0
4861681.9,Nyagatare,pos,8,4,0
3054076.66,Rubavu,atm,21,1,0
1481965.65,Butare,unknown,18,6,0
2292156.54,International,atm,5,8,1
3380367.73,Kigali,web,0,1,0
2226221.88,Kigali,mobile,13,5,0
4553787.44,Kigali,mobile,4,3,0
4337369.95,Musanze,atm,9,4,0
734477.48,Kigali,unknown,11,2,0
3924812.0,Kigali,atm,19,1,0
4712103.35,Gisenyi,web,19,4,0
1584882.67,Kigali,mobile,10,5,0
1191479.46,Kigali,unknown,18,1,0
48438.94,Kigali,web,18,0,0
578729.35,Musanze,web,1,2,0
4804584.9,Nyagatare,pos,15,2,0
1955912.58,Rubavu,unknown,3,2,0
1937014.03,Kigali,mobile,3,0,0
1333761.25,Butare,web,20,3,0
820712.52,Kigali,mobile,19,5,0
2544196.56,Nyagatare,unknown,9,0,0
3616076.69,Rubavu,mobile,23,2,0
2754201.27,Kigali,unknown,15,4,1
177733.46,Kigali,mobile,8,1,0
4017446.47,Butare,unknown,5,3,1
4658004.96,Musanze,web,4,1,0
2202163.52,Nyagatare,web,9,0,0
1832639.53,Kigali,mobile,3,4,0
1149655.13,Musanze,mobile,8,1,0
1509700.56,Kigali,web,19,5,0
3222415.31,Kigali,mobile,1,1,1
3850845.57,Kigali,web,8,2,0
1661412.57,Kigali,pos,8,3,0
1698693.28,Kigali,mobile,5,3,0
2255781.05,Kigali,web,13,3,0
851428.78,Nyagatare,mobile,0,6,0
4636077.34,Kigali,pos,17,6,0
3527427.61,Butare,mobile,11,3,0
2168200.35,Butare,mobile,22,2,0
611801.42,International,pos,0,5,0
4244203.33,Kigali,web,5,3,0
2418829.87,Kigali,mobile,5,5,0
3984515.98,International,web,22,4,0
167453.74,Gisenyi,atm,3,6,0
1368633.65,Kigali,web,10,2,0
3110665.84,Kigali,mobile,0,2,0
2439872.64,Kigali,web,0,3,0
1475712.35,Gisenyi,unknown,7,2,0
1006050.62,Rubavu,web,20,3,0
1509415.74,Butare,mobile,22,3,0
3711825.83,Nyagatare,atm,2,1,0
918944.9,Butare,mobile,11,1,0
2969269.13,Kigali,mobile,21,5,0
2118692.33,Kigali,mobile,5,1,0
3815308.0,Kigali,web,5,7,0
1008491.8,Kigali,web,16,3,0
1350812.84,International,atm,23,1,0
1993738.32,Kigali,web,8,2,0
833294.76,Butare,mobile,13,1,0
2306243.26,Kigali,mobile,18,3,0
2080546.02,Kigali,pos,12,9,0
4950432.68,Gisenyi,mobile,4,2,0
2969521.61,Butare,web,8,0,0
347775.39,Kigali,mobile,9,3,0
2299978.27,Nyagatare,mobile,3,2,0
4392568.4,Butare,mobile,23,2,0
4333904.55,Kigali,unknown,6,4,0
4809045.2,Musanze,mobile,18,4,0
4471207.22,Kigali,mobile,16,4,0
881910.36,Butare,mobile,13,3,0
18349.59,Butare,web,16,0,0
3081455.32,Musanze,unknown,19,4,1
3512370.61,Kigali,mobile,13,1,0
656495.14,Nyagatare,atm,6,2,0
834593.08,Rubavu,web,14,7,0
4815401.28,Musanze,web,11,3,0
4719194.36,International,mobile,12,5,1
785279.26,Musanze,mobile,17,2,0
1235418.52,Kigali,mobile,5,3,0
4460622.25,Gisenyi,mobile,5,1,0
2175249.16,Nyagatare,mobile,5,3,0
3990464.09,Butare,unknown,2,1,1
1980232.16,Rubavu,web,6,1,0
3682046.39,Kigali,web,11,0,0
1984430.6,Musanze,web,1,1,0
4495945.89,Musanze,mobile,17,4,0
1628200.61,Nyagatare,web,0,4,0
2615829.1,Rubavu,mobile,21,5,0
2609018.66,Nyagatare,unknown,14,2,0
3244532.46,Kigali,web,10,5,0
1533846.87,Musanze,mobile,23,1,0
3213481.21,International,web,19,3,0
705608.58,Musanze,mobile,19,4,0
4468120.81,Gisenyi,atm,22,3,0
721295.35,Nyagatare,unknown,7,1,0
4201554.53,Kigali,unknown,11,5,1
3465893.77,Kigali,web,17,5,0
1705664.83,International,atm,4,4,0
1637502.47,Rubavu,mobile,18,2,0
4830242.35,Kigali,mobile,14,2,0
975321.82,Kigali,pos,23,2,0
3614932.35,Rubavu,web,16,1,0
918819.66,Musanze,unknown,22,7,0
4527034.9,Kigali,unknown,10,2,1
3709824.06,Butare,mobile,5,1,0
4663557.09,Musanze,mobile,17,3,0
4395599.01,International,web,13,1,1
2747719.67,Gisenyi,web,5,1,0
761569.43,Gisenyi,mobile,7,3,0
1107686.84,Butare,web,11,2,0
1009488.46,Butare,mobile,16,1,0
1103586.89,Kigali,web,23,0,0
2382332.52,Kigali,mobile,9,4,0
4339033.48,Butare,web,0,0,0
116061.47,Kigali,mobile,14,5,0
1192782.79,Kigali,web,16,3,0
2984216.5,International,unknown,7,3,1
4326684.74,Kigali,mobile,7,3,0
1487753.19,Kigali,atm,9,4,0
1912944.53,Gisenyi,web,13,1,0
1867440.34,Kigali,pos,14,2,0
1468821.47,Rubavu,mobile,9,3,0
3493963.76,Kigali,mobile,19,1,0
3279245.7,Gisenyi,unknown,12,3,1
4216453.41,Musanze,mobile,18,4,0
4587928.11,Rubavu,mobile,19,5,0
4502428.75,Kigali,unknown,13,2,0
2701034.11,Musanze,mobile,13,6,0
928894.46,Kigali,web,7,3,0
1111199.17,Gisenyi,atm,13,4,0
2951473.87,Gisenyi,atm,19,4,0
4592031.73,Musanze,mobile,8,0,0
2652391.96,Butare,mobile,2,6,1
4678674.86,Kigali,pos,4,2,0
1311618.96,Butare,web,23,1,0
432190.72,Butare,web,14,2,0
3981553.89,Musanze,web,23,2,0
4396978.22,Kigali,atm,12,7,0
2240682.24,Musanze,mobile,0,3,1
512669.87,Kigali,mobile,6,1,0
212115.31,Rubavu,unknown,11,4,0
313258.3,Kigali,mobile,20,1,0
2195852.74,Rubavu,unknown,11,0,1
1174457.55,Musanze,unknown,3,4,0
2309885.22,Gisenyi,atm,0,5,0
2442703.27,Gisenyi,web,3,5,1
2290735.21,Rubavu,mobile,18,3,0
3099802.07,Rubavu,web,16,1,0
3397179.22,Rubavu,atm,8,4,0
1980029.01,Musanze,atm,6,3,0
1685490.04,Kigali,mobile,6,4,0
1842322.22,Kigali,web,17,3,0
351372.56,International,web,22,1,0
1608492.95,Nyagatare,web,3,3,0
999963.27,Gisenyi,pos,19,5,0
1454555.44,Kigali,web,3,4,0
3572128.3,Nyagatare,mobile,2,3,1
4942697.9,Musanze,mobile,20,1,0
4617803.06,International,mobile,21,1,1
4108215.76,Kigali,mobile,23,5,1
3686116.74,Kigali,web,19,3,0
4724715.78,Butare,mobile,18,1,0
3760333.21,Nyagatare,mobile,20,8,0
2355037.87,International,mobile,15,2,0
3007008.95,Kigali,mobile,2,3,0
1529271.96,Kigali,unknown,21,2,0
17040.03,Kigali,unknown,2,0,0
1768387.67,Nyagatare,mobile,15,1,0
2024446.84,Butare,pos,22,4,0
3665594.24,Nyagatare,web,10,1,0
4296172.91,Butare,web,11,2,0
4813292.26,Kigali,web,2,4,1
1759282.87,Gisenyi,unknown,4,2,0
4787005.98,Butare,web,6,7,0
3997028.09,Butare,mobile,23,3,0
154706.47,Nyagatare,atm,8,3,0
2976506.6,Butare,web,11,2,0
1828526.18,Musanze,mobile,5,2,0
170539.04,Kigali,web,21,6,0
2657749.66,Butare,web,16,1,0
2924293.0,Gisenyi,mobile,21,1,0
1261527.66,Kigali,unknown,20,1,0
4699428.81,Kigali,pos,12,2,0
3052465.96,Rubavu,web,19,2,0
880230.29,Kigali,mobile,12,5,0
3606423.67,Kigali,web,19,1,0
2495948.2,Kigali,web,13,5,0
2366433.61,Nyagatare,atm,14,1,0
4172749.05,Musanze,mobile,17,1,0
691329.9,Musanze,web,10,2,0
2455188.2,Kigali,web,22,4,0
3903924.89,Kigali,web,10,1,0
3302112.0,Kigali,mobile,5,3,0
27565.58,Gisenyi,web,6,1,0
3937359.24,Rubavu,web,8,2,0
4723387.24,Kigali,unknown,1,2,1
3523491.84,Butare,web,12,2,0
4379566.67,Kigali,web,15,2,0
1804378.19,Kigali,web,23,5,0
1753340.43,Rubavu,mobile,7,3,0
1604662.22,Rubavu,mobile,8,5,0
3674979.65,Kigali,atm,21,5,0
4710358.75,Nyagatare,web,1,2,0
4427061.16,Kigali,pos,20,4,0
751494.4,Nyagatare,unknown,17,3,0
3130725.62,Butare,mobile,19,3,0
4979793.42,Butare,mobile,11,6,0
1477194.4,Butare,mobile,20,5,0
3174106.57,Nyagatare,mobile,7,3,0
4533165.84,Kigali,atm,9,8,0
4497790.93,Gisenyi,mobile,8,2,0
1607715.67,Kigali,pos,14,0,0
470077.61,Nyagatare,web,10,5,0
3230221.79,Kigali,mobile,20,5,0
4734864.01,Rubavu,web,10,3,0
2540164.65,Butare,web,5,0,0
2288808.12,Rubavu,atm,16,5,0
4319810.06,Kigali,mobile,0,5,1
2123271.1,Kigali,unknown,16,0,0
3404803.06,Kigali,web,1,4,0
1943517.47,International,pos,23,2,0
1885998.9,Kigali,mobile,20,2,0
939443.92,International,atm,10,2,0
442714.13,Butare,web,9,1,0
4425860.8,Kigali,web,2,5,1
906508.51,Kigali,mobile,4,3,0
311560.9,Gisenyi,web,10,1,0
2911749.39,Gisenyi,unknown,23,2,1
2730210.74,Butare,mobile,6,1,0
2838999.64,Kigali,mobile,17,1,0
2340790.39,Kigali,atm,8,5,0
710110.79,Kigali,web,11,1,0
105063.71,Rubavu,web,9,2,0
232546.43,Butare,atm,19,2,0
4715764.16,Gisenyi,web,5,1,0
2659505.37,Kigali,web,1,2,0
1998904.82,Rubavu,unknown,20,3,0
2054453.66,Kigali,mobile,21,6,0
3261150.64,International,mobile,1,4,1
1883625.56,Gisenyi,pos,0,2,0
3982397.1,Kigali,atm,14,3,0
1300084.61,Rubavu,mobile,13,2,0
1836612.02,Musanze,mobile,10,4,0
4675016.58,Musanze,pos,2,3,0
1301788.23,Kigali,web,1,0,0
3308098.69,International,pos,11,2,1
1823154.1,Kigali,unknown,21,3,0
2356249.97,Kigali,mobile,18,4,0
226418.84,Kigali,unknown,1,4,0
836585.83,Kigali,atm,13,3,0
510012.96,Kigali,pos,22,3,0
4223653.38,Gisenyi,web,16,3,0
4808475.45,Kigali,mobile,8,2,0
340339.08,Gisenyi,web,14,5,0
384690.43,Kigali,web,0,5,0
2761068.63,Kigali,unknown,4,2,0
2520422.61,Kigali,web,6,4,0
3253035.38,Gisenyi,mobile,9,4,0
3684160.77,Gisenyi,web,20,2,0
3986198.72,Rubavu,mobile,2,4,1
745842.36,Nyagatare,unknown,17,3,0
189659.73,Kigali,web,1,3,0
4445849.78,Butare,unknown,8,2,1
2347969.7,Kigali,mobile,10,6,0
4856236.01,Gisenyi,web,15,5,0
2664081.04,Kigali,mobile,21,4,0
2550381.86,Gisenyi,web,13,2,0
3115085.3,Musanze,web,3,6,0
851134.84,Gisenyi,web,9,3,0
1270575.5,Musanze,mobile,15,2,0
4529079.4,Gisenyi,mobile,9,2,0
1062032.59,Nyagatare,mobile,6,3,0
1165237.67,Nyagatare,pos,17,1,0
2550165.82,Butare,atm,19,3,0
3205936.19,Musanze,atm,16,3,0
5018.88,Butare,mobile,10,0,0
2284177.56,Rubavu,mobile,3,3,0
1995366.12,Kigali,mobile,22,1,0
4328163.15,International,web,9,3,1
4198567.49,Nyagatare,web,8,2,0
4529664.3,Nyagatare,mobile,10,1,0
4210332.03,Kigali,mobile,4,3,0
3933663.46,Kigali,web,21,2,0
4295095.3,Butare,web,6,3,0
874445.22,Nyagatare,pos,8,2,0
1704575.03,Nyagatare,web,10,2,0
3418249.82,Kigali,mobile,10,2,0
4615693.23,Butare,web,15,2,0
3334710.38,Butare,mobile,7,0,0
1040140.55,Rubavu,web,20,1,0
4723352.99,Kigali,mobile,7,2,0
3801828.85,Kigali,mobile,1,3,0
3582860.51,Kigali,web,16,4,0
3812651.83,Kigali,mobile,19,1,0
3295893.88,Nyagatare,pos,1,5,0
111051.86,Rubavu,mobile,18,4,0
1268464.49,Rubavu,mobile,12,4,0
4782880.91,Nyagatare,pos,22,3,0
1443377.1,Butare,mobile,9,4,0
3858246.61,Butare,mobile,13,2,0
2122707.61,Kigali,mobile,4,5,0
4537684.82,Kigali,pos,2,1,0
2788566.44,Musanze,web,1,2,1
3159614.04,Nyagatare,web,8,2,0
1198506.02,Musanze,mobile,6,5,0
288088.27,Kigali,atm,3,4,0
3782903.19,Kigali,mobile,2,2,0
338682.63,Gisenyi,atm,13,5,0
3609130.06,Kigali,web,9,4,0
2777686.56,Kigali,web,18,2,0
4100208.55,Butare,web,18,2,0
1029262.56,Butare,mobile,16,2,0
2707877.34,Rubavu,mobile,9,4,0
3071049.85,International,web,23,4,1
371951.82,Gisenyi,pos,6,3,0
3694833.95,Kigali,unknown,19,1,1
1945452.66,International,web,1,4,0
645005.99,Gisenyi,mobile,6,2,0
1935631.13,Gisenyi,unknown,7,1,0
491958.28,Kigali,web,14,0,0
4440035.37,Butare,mobile,16,4,0
2284071.12,Butare,unknown,13,0,1
690571.3,Nyagatare,mobile,7,4,0
1260852.34,Musanze,web,14,7,0
3623383.19,Kigali,mobile,11,3,0
3930547.79,Kigali,atm,17,0,0
207061.32,Kigali,unknown,14,3,0
299871.1,Butare,unknown,5,4,0
4585967.26,Kigali,mobile,23,1,0
1655245.65,Kigali,atm,7,5,0
967022.68,Musanze,web,13,3,0
615726.63,Kigali,pos,17,5,0
2380049.41,Kigali,mobile,17,8,0
3855377.95,Musanze,web,9,3,0
2605828.28,Butare,mobile,4,3,0
103858.06,Musanze,atm,2,0,0
2419782.88,Butare,pos,23,3,0
1558629.56,Musanze,mobile,23,4,0
3414454.42,Butare,web,7,1,0
2617783.09,Kigali,mobile,23,3,0
4826703.08,Butare,mobile,23,4,0
2991021.69,Gisenyi,web,20,2,0
3162588.59,Gisenyi,pos,12,2,0
2601393.75,Nyagatare,unknown,11,3,0
1555371.93,Kigali,web,6,3,0
3153200.49,Gisenyi,pos,0,1,0
1664891.71,Musanze,web,0,2,0
3586882.06,Nyagatare,pos,23,8,0
1184613.76,Butare,atm,4,6,0
1838623.01,Kigali,mobile,11,3,0
2918449.81,Musanze,web,3,3,0
3142644.27,Nyagatare,mobile,6,3,0
3343230.0,Kigali,mobile,12,1,0
3501732.19,Kigali,unknown,15,6,1
1591872.73,Nyagatare,mobile,7,5,0
4462935.75,Butare,mobile,14,3,0
150153.07,Kigali,mobile,22,2,0
942555.48,Gisenyi,web,9,2,0
351169.03,Butare,mobile,16,2,0
3357849.09,International,mobile,10,2,1
1368689.35,Kigali,unknown,20,3,0
996167.96,Kigali,pos,15,2,0
2403597.1,Kigali,mobile,14,5,0
3095428.08,Kigali,mobile,0,3,0
3096420.82,Kigali,web,5,3,0
2787483.92,Musanze,pos,6,6,0
4959935.81,Kigali,unknown,10,0,1
4301143.78,Rubavu,mobile,4,0,0
1194681.6,Butare,web,1,7,0
3793701.94,Butare,web,14,3,0
2846701.46,Musanze,mobile,7,4,0
353059.98,Gisenyi,pos,0,2,0
248380.63,Kigali,atm,23,2,0
3998195.45,Kigali,unknown,0,3,1
2725180.95,Butare,mobile,13,3,0
2856838.78,Musanze,mobile,14,2,0
1681677.14,Kigali,pos,10,8,0
4651775.18,Kigali,mobile,4,5,0
3566882.24,Butare,web,6,5,0
4638898.59,Kigali,web,21,1,0
496786.65,International,web,1,4,0
2918854.88,Kigali,mobile,2,6,0
3187817.49,Butare,web,5,3,0
630403.62,Kigali,mobile,2,2,0
1731651.81,Rubavu,unknown,0,1,0
1074414.33,Gisenyi,web,1,4,0
4922302.65,Musanze,pos,8,3,0
2717304.25,Gisenyi,unknown,10,4,1
1576646.93,Kigali,mobile,2,4,0
3322651.01,Kigali,mobile,18,4,0
3297908.33,Rubavu,pos,4,3,0
1736978.21,Butare,pos,16,8,0
4969617.33,Kigali,mobile,10,1,0
4044903.43,Kigali,unknown,0,2,1
2001890.69,Kigali,web,0,5,0
3300466.69,Kigali,web,13,3,0
3552842.84,Musanze,pos,12,3,0
869495.69,Gisenyi,mobile,19,3,0
4390856.78,International,web,12,2,0
4130276.03,Butare,mobile,8,3,0
3778496.82,Butare,mobile,20,0,0
1113768.97,Kigali,mobile,7,3,0
681680.95,Gisenyi,mobile,10,6,0
903150.14,Gisenyi,web,2,3,0
465547.54,Kigali,web,15,4,0
4701484.0,Kigali,web,19,5,0
4257546.5,Kigali,mobile,20,4,0
454351.94,Kigali,mobile,11,2,0
3390014.54,Butare,mobile,1,6,0
1228313.96,Butare,mobile,18,2,0
86859.63,Gisenyi,mobile,0,4,0
1462314.49,Gisenyi,mobile,22,0,0
2200430.33,Rubavu,mobile,15,4,0
100680.77,Kigali,web,5,7,0
1618938.29,Rubavu,mobile,10,3,0
3501912.97,Butare,mobile,1,2,1
1142528.08,Butare,mobile,8,1,0
2424722.43,Gisenyi,mobile,18,4,0
4437960.77,Butare,mobile,18,4,0
142440.72,Butare,atm,12,3,0
3928292.91,Kigali,mobile,0,2,1
1919772.17,Musanze,mobile,9,3,0
2705978.88,Butare,mobile,14,2,0
1154743.2,Butare,unknown,6,4,0
2894952.83,Kigali,mobile,0,2,1
3653632.9,Gisenyi,unknown,23,5,1
1008088.88,Kigali,mobile,17,3,0
1716672.45,Kigali,pos,2,5,0
2837111.3,Rubavu,web,14,3,0
2084196.59,Nyagatare,web,14,3,0
1466117.81,Musanze,mobile,15,1,0
2258711.32,International,pos,9,3,1
1454493.42,Musanze,web,23,3,0
1509716.98,Gisenyi,web,21,6,0
3053363.07,Butare,web,22,3,0
2385587.83,Kigali,mobile,0,6,0
3385522.59,Kigali,pos,16,3,0
4187306.27,Kigali,mobile,10,6,0
4714855.16,Butare,mobile,1,3,1
757180.98,Gisenyi,web,5,1,0
3131138.63,Gisenyi,mobile,11,6,0
2912206.49,Butare,unknown,22,3,1
4334792.81,Kigali,mobile,17,3,0
4479501.58,Kigali,web,2,1,0
3802632.71,International,web,12,5,1
2977511.41,Nyagatare,web,12,3,0
996714.37,Kigali,web,1,2,0
1383553.67,Gisenyi,mobile,1,1,0
3014034.06,Kigali,unknown,0,2,1
697149.15,Kigali,pos,12,1,0
920228.88,Rubavu,web,15,2,0
4557205.63,Musanze,mobile,0,2,0
4781581.89,Butare,pos,23,6,1
26670.91,Kigali,web,11,5,0
4312478.4,Butare,mobile,17,1,0
4690098.86,Butare,mobile,13,3,0
2628934.49,Nyagatare,web,23,3,1
2244778.09,Rubavu,web,8,5,0
4594038.08,Rubavu,web,15,5,0
38162.02,Kigali,web,7,5,0
4202508.94,Rubavu,mobile,3,4,1
1483232.04,Butare,mobile,13,5,0
3205990.45,Musanze,web,13,1,0
1616328.54,Kigali,mobile,9,2,0
2614962.23,Butare,mobile,0,2,0
4041681.65,Kigali,mobile,13,4,0
906754.15,Kigali,mobile,18,4,0
3319761.14,Musanze,mobile,2,4,0
4491735.01,Rubavu,mobile,21,4,0
4505308.02,Rubavu,mobile,5,5,0
4470657.62,Kigali,mobile,6,5,0
2592557.94,Rubavu,mobile,22,1,0
3838622.42,Butare,pos,14,1,0
2234565.3,Butare,web,12,1,0
2301086.85,Butare,web,9,1,0
1419629.43,Nyagatare,mobile,21,2,0
1426494.73,Kigali,pos,17,1,0
189602.7,Musanze,pos,4,4,0
2657592.38,Nyagatare,mobile,11,5,0
1544150.19,Kigali,atm,12,4,0
938838.32,International,mobile,16,1,0
609003.24,International,web,18,0,0
1735320.65,Gisenyi,pos,3,3,0
4495103.3,Kigali,unknown,14,3,1
2582249.68,Butare,mobile,20,2,0
2784901.4,Kigali,unknown,23,1,1
272112.24,Kigali,mobile,19,3,0
2599471.78,Rubavu,unknown,23,3,1
3338224.9,Gisenyi,atm,14,3,0
754000.74,Gisenyi,unknown,7,4,0
4917777.2,Kigali,mobile,22,4,0
4575614.88,Kigali,unknown,8,1,0
4965514.76,International,pos,13,4,0
1801904.74,Gisenyi,mobile,8,1,0
4111584.63,Musanze,mobile,10,2,0
1644014.21,Kigali,mobile,6,4,0
3745773.3,Musanze,web,10,4,0
4739175.0,Rubavu,mobile,21,4,0
775525.57,Kigali,web,2,3,0
702029.2,Rubavu,mobile,16,4,0
522470.27,Nyagatare,mobile,17,3,0
3991854.65,Kigali,web,10,1,0
3333334.71,Butare,web,20,3,0
2611814.64,International,mobile,13,1,1
3869676.31,Musanze,mobile,12,3,0
4249690.93,Gisenyi,mobile,13,5,0
4747667.38,Kigali,mobile,22,3,0
1006654.62,Butare,mobile,21,4,0
2208662.29,Rubavu,atm,9,3,0
4615105.2,Butare,mobile,11,1,0
2306887.88,International,mobile,22,1,0
2438531.29,Musanze,pos,10,1,0
4712254.93,Kigali,mobile,5,4,0
3673514.14,Butare,mobile,4,1,0
2760464.77,Kigali,web,21,4,0
1786752.35,Gisenyi,web,16,0,0
4576789.67,Butare,mobile,20,3,0
45188.05,Kigali,web,12,6,0
1605370.49,Rubavu,web,16,4,0
4730392.75,Kigali,web,20,1,0
2491269.88,Butare,pos,1,1,0
3119461.24,Kigali,unknown,9,3,1
2663311.68,International,web,4,2,1
1987104.84,Kigali,unknown,3,7,0
3326579.56,Kigali,web,12,2,0
3832490.4,Rubavu,web,19,2,0
1822449.7,Kigali,pos,21,2,0
2952811.98,Kigali,unknown,7,5,0
414249.35,Rubavu,unknown,5,4,0
2738215.77,Kigali,atm,16,2,0
3738874.28,Kigali,web,10,5,0
2926426.58,Kigali,mobile,3,5,0
4392298.93,Kigali,web,13,1,0
1431322.84,Gisenyi,atm,6,5,0
2459034.47,Butare,mobile,16,4,0
437856.02,Kigali,mobile,14,1,0
3500254.55,Kigali,mobile,18,2,0
2214736.11,Kigali,atm,12,1,0
2652062.19,Kigali,web,2,4,0
642409.12,Kigali,web,9,4,0
4986760.45,Kigali,unknown,7,1,1
